카테고리,이름
상권,롯데ATM 세븐일레븐 부평본
상권,CU ATM 부평중부점
상권,CU ATM 청천마장로점
상권,롯데ATM 세븐일레븐 인천부평길주로(CD)
상권,롯데ATM 세븐일레븐 부평2호
상권,CU ATM 청천수출단지점
상권,롯데ATM 세븐일레븐 부평안남(CD)
상권,CU ATM 산곡삼보점
상권,CU ATM 부평경인센터점
상권,CU ATM 청천그린점
상권,롯데ATM 세븐일레븐 부평이안
상권,롯데ATM 세븐일레븐 부개주공6단지(CD)
상권,씨제이프레시웨이 인천성모병원점 공차
상권,스타벅스동암역
상권,스타벅스부평점
상권,스타벅스부평역점
상권,스타벅스부평사거리점
상권,스타벅스부평시장역점
상권,파스쿠찌
상권,커피위드인사회적협동조합
상권,토프레소 부평일신점
상권,이디야커피 부평동수로점
상권,베스킨라빈스백운역점
상권,이디야부평산곡이수점
상권,아이즈빌 스무디킹
상권,이디야커피부평구청점
상권,카페코코(cafe CoCo)
상권,메가엠지씨커피 부평구청역점
상권,스타벅스인천삼산점
상권,스타벅스인천갈산DT
상권,던킨도너츠(부평테크시티점)
상권,주식회사 롯데쇼핑
상권,브루스웨인(Bruce Wayne)
상권,스므으커피 부평역점
상권,이디야커피 부평미래타운점
상권,이디야커피산곡동점
상권,이디야커피
상권,매머드익스프레스 청천점
상권,배스킨라빈스 부평미래타운점
상권,이디야커피
상권,마장초교점 이디야
상권,설빙 부평시장역점
상권,컴포즈커피 산곡1동점
상권,써브웨이부평시장역점
상권,써브웨이 부평중앙점
상권,롯데리아
상권,샐러디롯데마트삼산점
상권,이디야커피
상권,이디야 인천동수역점
상권,이디야
상권,롯데쇼핑(주)롯데마트부평점델리카1
상권,롯데쇼핑(주)롯데마트부평점델리카2
상권,이디야
상권,베스킨라빈스부개점
상권,스타벅스부평GM점
상권,롯데쇼핑(주)롯데마트삼산점
상권,델리카롯데마트삼산점
상권,이디야부평굴다리
상권,이디야 커피전문점
상권,이디야커피 부평하늘채점
상권,카페 달므
상권,메가엠지씨커피 부평시장역점
상권,버거킹부평시장역점
상권,비알코리아(주)배스킨라빈스부평동아점
상권,비알코리아(주)배스킨라빈스부평명동점
상권,이디야커피 부평일신점
상권,이디야부평보건소점
상권,이디야청천점
상권,할리스커피 2001아울렛부평점
상권,커피베이 부평시장역점
상권,이디야커피부평부개동점
상권,모소아벨
상권,이디야커피
상권,이디야인천부개역점
상권,카페(cafe)파르꼬
상권,이디야 부평로데오점
상권,할리스 부평로데오점
상권,더벤티 부평구청역점
상권,셀렉토커피 인천부평웰링턴점
상권,이디야커피 인천부개프라자점
상권,베스킨라빈스
상권,할리스 부평로데오점
상권,도미노피자삼산점
상권,베스킨라빈스부평역사점
상권,파스쿠찌부평역점
상권,베스킨라빈스동암점
상권,한국맥도날드(유)부평SK점(McDonald's)
상권,맥도날드인천구산DT점
상권,이디야커피(부평동암점)
상권,이디야인천갈산사거리점
상권,이디야커피 부평경찰서점
상권,이디야커피 삼산사거리점
상권,이디야커피인천갈산동점
상권,배스킨라빈스 산곡한화점
상권,배스킨라빈스(부개역 남부점)
상권,롯데리아부평역점
상권,GS25 부평미래타운
상권,달달한수제디저트달.디
상권,모카피씨
상권,오늘
상권,컴포즈커피 갈산점
상권,황금
상권,문플라워앤카페
상권,밀알터 발효찻집
상권,씨유 삼산엠코타운점
상권,빽다방 갈산역점
상권,피에스타PC방 인천청천점
상권,래빗테이블
상권,이마트24 부평무지개점
상권,33떡볶이(부평여고점)
상권,씨유 부평더샵점
상권,세븐일레븐부평점
상권,커피늘보
상권,쥬씨(백운역점)
상권,피자스쿨부개점
상권,럭킹티
상권,공차 부평씨지브이(CGV)점
상권,제니공방
상권,모두막
상권,빽다방부평청천중점
상권,올벤PC방
상권,카페소삼
상권,대박중국식품환전소
상권,와글와글
상권,아민커피
상권,리얼디
상권,만나분식
상권,코나커피(KONA COFFEE)
상권,지에스25(GS25)부평금성점
상권,체리다방
상권,씨유부평메인점
상권,명가식당
상권,제이로드커피로스터스
상권,롯데리아부개점
상권,이마트24 부평진미점
상권,이오유(EOU)
상권,피씨앤카페
상권,디바이드앤커피
상권,디어마담
상권,떡볶이가족
상권,한줄김밥
상권,정다방
상권,독스피씨방
상권,쌈빠강정부평시장점
상권,단아한베짱이
상권,배스킨라빈스인천갈산역점
상권,숲자작나무
상권,세븐일레븐 청천쌍용점
상권,CU부평사랑점
상권,반올림 피자샵 부평구2호점
상권,찐분식
상권,피자샵 부평구 1호점
상권,두스플레 케이크
상권,세븐일레븐 부평나누리점
상권,GS25부평갈산점
상권,카페몽(cafe mong)
상권,세븐일레븐 인천부평래미안점
상권,롯데컬처웍스(주) 롯데시네마 부평 스위트샵 9층
상권,메가엠지씨커피 부개점
상권,귀빈다방
상권,빅8마일커피
상권,헤세드
상권,지에스이십오청천대우점
상권,지에스25 청천광명점
상권,샛별다방
상권,노팅힐
상권,와플대학 인천삼산캠퍼스
상권,김여사볶음밥
상권,씨유부평1동점
상권,카페아띠
상권,수유리우동집
상권,에이레네
상권,에이치비디(HBD)
상권,템빨PC방
상권,커피 두코(COFFEE DUCO)
상권,지에스25부평부영로
상권,카페이코노미
상권,삼능명다방
상권,커피베이 산곡점
상권,자나커피(JANA COFFEE)
상권,코레일유통(주)마성떡볶이 부개역점
상권,미니스톱 부평로프트점
상권,지에스25부평다온
상권,스타커피숍
상권,카페어울림(산곡문화점)
상권,세븐일레븐 부평샬레아넬리스점
상권,김밥송송
상권,온잇(ONIT)
상권,쉐비카페
상권,이삭토스트
상권,밥맛나는세상인더박스
상권,씨유청천중앙점
상권,이제이커피하우스
상권,오늘의안녕
상권,부평로데오점 빽다방
상권,팬텀
상권,이마트24 부개중앙점
상권,엄마분식
상권,앤티앤스프레즐
상권,놀부상회
상권,편백숲하우스카페
상권,투썸플레이스부평점
상권,고노(GONO)
상권,커피309
상권,피자스쿨인천삼산점
상권,메가엠지씨커피 굴포천역점
상권,롯데리아 청천점
상권,펫톡애견카페
상권,휘피
상권,보보야피시방
상권,이삭토스트부개역점
상권,소담
상권,롯데나뚜루팝아이스크림롯데마트부평산곡점
상권,드롭탑부개점
상권,내팔자야커피나마시자
상권,명성다방
상권,이스터
상권,씨유 삼산농산물시장점
상권,모짜르트
상권,지에스25백마장사거리
상권,메가엠지씨커피 부평북부역점
상권,코스믹 스와레
상권,티코커피숍
상권,금당다방
상권,풍경
상권,씨유청천마장로점
상권,일랑일랑
상권,멜로우(Mellow)
상권,GS부평 장제로점
상권,마리카페
상권,꽈백최선생
상권,수연다방
상권,공존
상권,빨간집
상권,행운커피숍
상권,철구PC방
상권,GS25 청천대로점
상권,지에스25 부평CGV점
상권,아이에스피시방
상권,브레드톡
상권,맥도날드삼산DT점
상권,씨유백운현대점
상권,꾼떡
상권,이마트24 부평산곡화랑점
상권,떡심
상권,라떼떼커피 부평점
상권,커피마마
상권,카페온유
상권,지에스(GS)25 부평삼거리점
상권,큐커피
상권,세븐일레븐 인천삼산본점
상권,커피온(ON)
상권,웃음의여왕
상권,미소분식
상권,지에스25 부개하이니스
상권,네모와플
상권,이마트24 부평래미안점
상권,만랩커피 인천동수역점
상권,빽다방(동암역북부점)
상권,코레일유통(주)마성떡볶이
상권,해피PC방
상권,카페 93-14(cafe 93-14)
상권,지에스25 삼산광명점
상권,이삭닭강정꽈배기떡볶이
상권,세븐일레븐 인천부평쌍용점
상권,더벤티 인천백운역점
상권,이삭토스트
상권,노을역다방
상권,Yolo(욜로)
상권,노배드바이브스(NO BAD VIBES)
상권,샐러데이 부평1호점(Saladay)
상권,리얼디 부평시장역점
상권,마카롱방앗간
상권,트리플에이커피 부평점
상권,지에스25 부평파크타운
상권,녹턴커피로스터스
상권,커피베이 부평구청점
상권,커피마마 굴포점
상권,과일한조각
상권,노리파크
상권,카페얌!!
상권,카페글렌부평로데오점
상권,씨유 부평청천푸르지오점
상권,세븐일레븐 부평메디칼점
상권,영차영차힘죽통카페
상권,세븐일레븐(인천동암점)
상권,한신다방
상권,콜다방
상권,GS25부평지엠점
상권,티아라케이크 부평점
상권,아이와싱
상권,이가네김밥
상권,지에스25시청천동아점
상권,새동양다방
상권,별다방
상권,씨유부평벨리온점
상권,마법사
상권,씨유 부평해인점
상권,연꽃빌라
상권,롯데리아인천부개역점
상권,이마트24 삼산중앙점
상권,몽스커피
상권,씨유부평문화점
상권,띠아모삼산점
상권,카페 아르몽
상권,카페알리
상권,이디야 부평산곡한화점
상권,카페그래다시
상권,요거프레소 부평문화의거리점
상권,정탁구홍두깨칼국수
상권,이삭
상권,에이스멀티 제로백PC
상권,프리미엄본스피씨카페 삼산로데오점
상권,미송다방
상권,영다방
상권,카페도츠부평점
상권,지에스(GS)25 부평하정점
상권,커피에반하다
상권,커밀
상권,원스데이(원's day)
상권,맘이피자
상권,씨유부평에이에프점
상권,씨유(CU)부평우림점
상권,봄날 씨(C)
상권,정다방
상권,민커피(Min coffee)
상권,커피공장
상권,살찐마카롱
상권,놀토PC방
상권,황제다방
상권,감성커피 부평청천점
상권,투썸플레이스 부평역점
상권,세븐일레븐 부평아울렛점
상권,토스트굽는사람들
상권,커피 하소(COFFEE HASO)
상권,광장다방
상권,파파존스피자부평점
상권,커피에반하다
상권,씨유산곡향기점
상권,지에스25 부평대동점
상권,세븐일레븐 산곡드림점
상권,감성커피 부평구청역점
상권,장미커피숍
상권,카페그리닝
상권,지에스25인천산곡
상권,야소반 부평역지하상가점
상권,지에스(GS)25부평우림점
상권,카페 디 데이(Cafe D day)
상권,더벤티
상권,마쏘새참스낵
상권,미니스톱 부평비반트점
상권,동암역다방
상권,비엘디(bld)
상권,카페어울림(부평우체국점)
상권,홍다방
상권,꿀스커피
상권,세븐일레븐부평경인점
상권,지에스25부개푸르지오점
상권,유로코피자
상권,디비피씨(DBPC)
상권,에이하우스커피(A HOUSE COFFEE)
상권,용다방
상권,용다방
상권,맛나
상권,카페인중독 부평시장점
상권,모퉁이김밥
상권,더벤티 부평부흥점
상권,크레이저
상권,순애네김밥
상권,백운다방
상권,스테프핫도그
상권,카페8989
상권,세븐일레븐 인천삼산햇살점
상권,세븐일레븐 부개뉴서울점
상권,커피에반하다
상권,지에스25 부평엠씨티
상권,마녀의만화소굴
상권,카페게이트 인천삼산점
상권,이마트24부평청천서울점
상권,경원대로
상권,동암원조떡볶이
상권,선다방
상권,레드PC동암점
상권,카페안
상권,테그42 부평점
상권,두레분식
상권,헬싱피씨카페
상권,만화스토리
상권,풍족만족 부평역점
상권,빌리엔젤
상권,카페영인
상권,수피자
상권,아이센스리그피시부평점
상권,칠이삼
상권,수다방
상권,나무아래분식
상권,유정다방
상권,맥스PC
상권,미니스톱 인천성모병원
상권,헌터PC 부평본점
상권,김뽕꼬마김밥
상권,차눙(CHA NUNG)
상권,꽃차당
상권,커피디지 부평일신점
상권,GS25 일신풍림점
상권,세븐일레븐 산곡한화점
상권,행복한기다림
상권,칠보석찜질방
상권,믿음분식
상권,셀렉토커피
상권,더벤티 부평산곡점
상권,진부다방
상권,화덕만두
상권,자미당 삼산점
상권,카페리앙
상권,장미다방
상권,민다방
상권,루쏘팩토리
상권,컴포즈커피 산곡푸르지오점
상권,카페시나브로
상권,동암다방
상권,투명통슬라임카페
상권,쿠크봉
상권,카페65℃
상권,승희다방
상권,카페65도씨
상권,콩크리트
상권,카페고미당
상권,카페 순
상권,라벤다
상권,세븐다방
상권,이마트24 부평부개본점
상권,커피베이 부평삼산타운점
상권,제노PC방
상권,컴포즈커피 동암점
상권,카페모스
상권,킹스PC방
상권,CU부평스타점
상권,세븐일레븐 산곡한화1단지점
상권,블럭팡삼산점
상권,커피인더스트리 지엠점
상권,길다방
상권,루나앤드
상권,민정
상권,오늘도달달해
상권,에이원PC방
상권,엄마김밥
상권,세븐일레븐 부평2호점
상권,빅스마일커피
상권,커피하우스
상권,샐프레소부개역점
상권,르블레
상권,씨유 부개대동점
상권,라네이즈 피씨방
상권,명작호두과자
상권,커피에반하다부평역점
상권,코리아세븐 인천부평본점
상권,한나빵집 샐러드박스부평점
상권,셀프빨래카페뽀송
상권,더벤티 인천성모병원점
상권,미니스톱 부개주공점
상권,엠바웃
상권,오빠세끼 돈까스 모밀
상권,GS25갈산제일점
상권,세븐일레븐부평신화점
상권,초이스
상권,GS25아이즈빌점
상권,세븐일레븐 부평산곡우성점
상권,최강어묵
상권,미니스톱부평동수역점
상권,오구구
상권,씨유 부평제일점
상권,스마일찹쌀꽈배기
상권,론트로스터스
상권,학다방
상권,우리동네착한가게
상권,휘피씨카페(WHI PC cafe)
상권,일신슈퍼
상권,이마트24 부평부개타운점
상권,메가푸드
상권,본죽 갈산점
상권,매머드익스프레스 삼산점
상권,씨유 부개3단지점
상권,다락방
상권,메리커피
상권,GS25 부개휴먼시아점
상권,한올
상권,설빙부평문화의거리점
상권,카페데이지(cafe DAISY)
상권,컴컴피씨카페
상권,커피스토리
상권,물다방
상권,우럼마왕만두
상권,목동돈까스
상권,리움
상권,메가커피부평역점
상권,아이센스리그피씨 인천삼산점
상권,안방마님
상권,명랑시대 쌀핫도그 산곡점
상권,해바라기분식
상권,마카롱 라쥬아
상권,마카롱 그리고
상권,워너비피씨방(WANNABE PC)
상권,배스킨라빈스 부평구청점
상권,써브웨이 인천삼산점
상권,커피에반하다
상권,카페리벌티
상권,씨유 청천공단점
상권,커피마마
상권,베러댄와플 부개점
상권,지에스25 부평우주마루점
상권,씨유(CU)동암그린점
상권,에그로코리아
상권,세븐일레븐 인천부평문화로점
상권,신전떡볶이
상권,컴포즈커피 부평역사점
상권,설빙
상권,진다방
상권,코리아세븐인천부개중앙점
상권,윤다방
상권,코타카페(kota cafe)
상권,이삭토스트부평역점
상권,본스PC방
상권,킹스턴커피부평점
상권,요거프레소산곡점
상권,원다방
상권,커피위드인 여성가족재단점
상권,팔공티부평역사점
상권,더벤티
상권,김모락
상권,홍다방
상권,찬 달
상권,세븐일레븐 부평대경점
상권,지에스25열우물동암
상권,구구다방
